"shcode" "gr" "gdp60" "lr" "lgdp60" "ls_k" "lgr_pop" "pyrm60" "pyrf60" "syrm60" "syrf60" "hyrm60" "hyrf60" "nom60" "nof60" "prim60" "prif60" "pricm60" "pricf60" "secm60" "secf60" "seccm60" "seccf60" "llife" "lfert" "edu_gdp" "gcon_gdp" "revol" "revcoup" "wardum" "wartime" "lbmp" "tot" "pyrm60" "pyrf60" "syrm60" "syrf60" "hyrm60" "hyrf60" "nom60" "nof60" "prim60" "prif60" "pricm60" "pricf60" "secm60" "secf60" "seccm60" "seccf60"
"11" 45 -0.00344884701788516 460 31 6.13122648948314 -3.06272714237827 -3.64505397457391 1.154 0.133 0.049 0.004 0.001 0 67.52 96.81 30.92 3.06 4.41 1.13 1.54 0.13 0.43 0.04 3.83037901638764 1.79813907619209 0.02604 0.136452 0.266667 0.267 1 0.04 0.827940276901477 -0.0107548 7.07543536886354 0.815453123101258 0.300430097984674 0.0245249059579326 0.00613122648948314 0 413.980412569902 593.564036446863 189.577523054819 18.7615530578184 27.0387088186207 6.92828593311595 9.44208879380404 0.797059443632808 2.63642739047775 0.245249059579326
"12" 46 -0.00819560444019437 950 29 6.85646198459459 -1.27655783418111 -3.49594771820797 2.348 0.776 0.12 0.03 0.052 0.016 51.49 82.1 46.35 17.4 8.03 1 0.69 0.03 0.23 0.02 3.85184828239208 1.90234630385746 0.0358 0.238072 0.05 0.05 0 0 0.470378558950809 -0.0133412 16.0989727398281 5.3206145000454 0.82277543815135 0.205693859537838 0.356536023198918 0.109703391753513 353.039227586775 562.915528935216 317.797012985959 119.302438531946 55.0573897362945 6.85646198459459 4.73095876937026 0.205693859537838 1.57698625645675 0.137129239691892
"13" 47 0.00615471017504909 1010 39 6.9177056098353 -1.5816476634526 -3.38552090227715 1.791 1.235 0.191 0.064 0.056 0.009 45.65 58.7 50.51 39.9 13.43 6.7 2.27 1.14 0.29 0.16 3.93808053974744 2.00288441895768 0.03752 0.041712 0.3 0.3 1 0.24 0.465870097964129 -0.032 12.389610747215 8.5433664281466 1.32128177147854 0.44273315902946 0.387391514150777 0.0622593504885177 315.793261088982 406.069319297332 349.413310352781 276.016453832429 92.9047863400881 46.3486275858965 15.7031917343261 7.88618439521225 2.00613462685224 1.10683289757365
"14" 50 0.0306845212134504 7288 99 8.89398443893979 -1.36944511035776 -4.27299287364976 5.254 5.327 2.309 2.589 0.366 0.299 1.7 1.7 49.76 44.6 28.9 25.38 34.36 41.5 14.84 20.2 4.29374171980631 0.858661619037519 0.05894 0.03488 0 0 0 0 0 -0.0014536 46.7289942421897 47.3782551062323 20.536210069512 23.0265257124151 3.25519830465196 2.659301347243 15.1197735461976 15.1197735461976 442.564665681644 396.671705976715 257.03615028536 225.729325060292 305.597305321971 369.100354216001 131.986729073867 179.658485666584
"15" 51 0.019259494540888 2013 90 7.60738142563979 -1.76291548551521 -3.59648260484797 2.962 3.067 0.388 0.347 0.097 0.083 27.77 26.15 62.79 65.31 17.06 19.84 6.53 6.1 2.34 2.08 4.21715199148365 1.57864875361422 0.04844 0.131016 0 0 0 0 0.227613545985661 -0.0148428 22.5330637827451 23.3318388324372 2.95166399314824 2.63976135469701 0.73791599828706 0.631412658328103 211.256982190017 198.933024280481 477.667479715922 496.838080908535 129.781927121415 150.930447484693 49.6762007094278 46.4050266964027 17.8012725359971 15.8233533653308
"16" 53 0.0238015331318975 1145 65 7.04315991598834 -1.85385617402717 -3.63894708536573 2.37 2.058 0.162 0.099 0.04 0.014 40.03 46.9 55.8 50.3 14.86 12.7 2.99 2.4 0.79 0.67 4.08227198098783 1.74025562636094 0.02134 0.070664 0.24 0.36 1 0.04 0.285479648896581 -0.0140182 16.6922890008924 14.494823107104 1.14099190639011 0.697272831682846 0.281726396639534 0.0986042388238368 281.937691437013 330.324200059853 393.008323312149 354.270943774213 104.661356351587 89.4481309330519 21.0590481488051 16.903583798372 5.56409633363079 4.71891714371219
"17" 54 0.00900108801413506 1379 49 7.2291138777933 -2.36701695315343 -3.70500883604382 1.65 1.266 0.271 0.186 0.031 0.003 56.84 66.6 37.43 29.1 5.93 4.3 4.91 4.3 2.31 1.7 4.02962824750241 1.80599105147478 0.02796 0.122304 0.44 0.56 1 0.36 0.303506207798666 -0.014608 11.9280378983589 9.15205816928632 1.95908986088198 1.34461518126955 0.224102530211592 0.0216873416333799 410.902832813771 481.458984261034 270.585732445803 210.367213843785 42.8686452953143 31.0851896745112 35.4949491399651 31.0851896745112 16.6992530577025 12.2894935922486
"18" 56 0.00909145448648161 1638 32 7.40123126441302 -2.25539621019159 -3.55085815621656 1.103 0.873 0.166 0.134 0.022 0.01 73.29 79.42 22.1 17.19 5.45 5.15 3.96 3.09 0.73 1.32 3.9740583963476 1.86865878006385 0.01636 0.050024 0.4 0.507 1 0.08 0.0318861888623217 -0.0185472 8.16355808464755 6.46127489383256 1.22860438989256 0.991764989431344 0.162827087817086 0.0740123126441301 542.43623936883 587.805787019682 163.567210943528 127.22716543526 40.3367103910509 38.116341011727 29.3088758070755 22.8698046070362 5.4028988230215 9.76962526902518
"19" 58 0.0106267919390516 999 45 6.90675477864855 -1.94334544073316 -3.41976876724759 1.669 1.332 0.192 0.141 0.034 0.007 55.86 65.9 39.24 30.6 7 6.8 3.7 3.3 1.54 1.58 3.99783366184126 1.94023694395929 0.02728 0.095816 0.16 0.32 1 0.08 0.0209784063851918 -0.002103 11.5273737255644 9.19979736515987 1.32609691750052 0.973852423789446 0.234829662474051 0.0483472834505399 385.811321935308 455.15513991294 271.021057514169 211.346696226646 48.3472834505399 46.9659324948102 25.5549926809996 22.7922907695402 10.6364023591188 10.9126725502647
"20" 59 0.00682939231371176 1794 82 7.49220304261874 -1.36506530068297 -4.22673375026785 2.156 2.168 0.271 0.294 0.028 0.007 21.57 16.4 72.41 77.8 22.95 18.99 5.38 5.6 0.68 2.4 4.21774144036603 1.54081640055606 0.04122 0.049596 0 0 1 0.04 0.259899691439329 -0.0245806 16.153189759886 16.2430961963974 2.03038702454968 2.20270769452991 0.209781685193325 0.0524454212983312 161.606819629286 122.872129898947 542.510422316023 582.893396715738 171.9460598281 142.27693577933 40.3080523692888 41.9563370386649 5.09469806898074 17.981287302285
"21" 60 0.0254689726336222 2798 65 7.93666015522543 -1.69763544717623 -3.54737989184024 2.307 1.908 0.315 0.204 0.07 0.02 40.56 51.2 52.91 43.9 10.71 10.1 4.4 4.2 1.6 1.4 4.14059181338742 1.75218669410823 0.02026 0.041316 0 0 0 0 0.0495517788292477 0.0109534 18.3098749781051 15.1431475761701 2.50004794889601 1.61907867166599 0.55556621086578 0.158733203104509 321.910935895943 406.356999947542 419.928688812977 348.419380814396 85.0016302624643 80.1602675677768 34.9213046829919 33.3339726519468 12.6986562483607 11.1113242173156
"22" 61 0.00333850309283768 1482 57 7.30114780585603 -2.07729983676798 -3.5342717358875 1.971 1.819 0.19 0.141 0.034 0.002 50.11 54.5 44.65 41.87 10.65 11.5 4.19 3.57 0.7 1.53 3.99120380330259 1.8974399336968 0.02578 0.055688 0.16 0.2 1 0.24 0.591003706891242 -0.0173126 14.3905623253422 13.2807878588521 1.38721808311265 1.0294618406257 0.248239025399105 0.0146022956117121 365.860516551446 397.912555419154 325.996249531472 305.699058631192 77.7572241323667 83.9631997673444 30.5918093065368 26.065097666906 5.11080346409922 11.1707561429597
"23" 62 0.032283248428971 1504 73 7.31588350450979 -1.41230984832317 -3.65893237774598 3.455 3.414 0.783 0.696 0.109 0.064 27.53 28.5 53.91 54.3 23.75 25.1 15.49 15.3 4.1 4.1 4.19750265432473 1.56678090196812 0.044 0.169864 0.12 0.16 0 0 0 -0.0108418 25.2763775080813 24.9764262843964 5.72833678403116 5.09185491913881 0.797431301991567 0.468216544288626 201.406272879154 208.502679878529 394.399279728123 397.252474294881 173.752233232107 183.628675963196 113.323035484857 111.933017619 29.9951223684901 29.9951223684901
"24" 65 0.0215207645532733 5630 93 8.63586472113374 -1.98317182238081 -4.07807758975823 3.83 3.545 0.965 0.817 0.037 0.01 7.82 14.7 75.16 70.5 18.64 18.27 15.82 14.4 4.81 3.8 4.19750265432473 1.32643819396653 0.03124 0.024928 0.05 0.05 0 0 0.290802199788025 0.0068408 33.0753618819422 30.6141404364191 8.33360945589405 7.05550147716626 0.319526994681948 0.0863586472113374 67.5324621192658 126.947211400666 649.071592440412 608.828462839928 160.972518401933 157.777248455113 136.619379888336 124.356451984326 41.5385093086533 32.8162859403082
"25" 66 0.0210881584724954 9774 98 9.1874810778301 -1.42818359160057 -4.48649865627059 5.201 5.325 2.79 2.949 0.602 0.461 2.41 2.2 39.32 35.6 17.71 17.3 39.86 47.5 16.53 21.2 4.27555439016337 0.792811503672891 0.0514 0.008404 0 0 1 0.32 0 -0.0088342 47.7840890857943 48.9233367394453 25.633072207146 27.093881698521 5.53086360885372 4.23542877687968 22.1418293975705 20.2124583712262 361.25175598028 327.074326370752 162.710289888371 158.943422646461 366.212995762308 436.40535119693 151.869062216532 194.774598849998
"26" 67 0.00662140080458556 3294 91 8.09985791073758 -1.91303258814594 -4.17208991084695 4.384 4.187 0.69 0.511 0.135 0.056 10.45 13.6 72.63 74.2 18.97 20.84 12.57 10.6 5.01 5.38 4.2112383136936 1.16052235845199 0.02302 0.052428 0.76 0.96 1 0.36 0.235388277730647 -0.023494 35.5097770806736 33.9141050722583 5.58890195840893 4.13902739238691 1.09348081794957 0.453592043001305 84.6435151672078 110.158067586031 588.292680056871 601.009456976729 153.654304566692 168.801038859771 101.815213937971 85.8584938538184 40.5802881327953 43.5772355597682
"27" 68 0.017020426236096 1103 39 7.0057890192535 -1.55612465953708 -3.6969116258112 2.709 1.356 1.245 0.719 0.124 0.072 42.62 72.19 31.86 13.17 7.25 2.74 21.9 12.5 7.35 4.54 3.84759114526876 1.86612455118336 0.02836 0.122136 0.88 1.19 0 0 0.308954207727321 0.0298968 18.9786824531577 9.49984991010775 8.72220732897061 5.03716230484327 0.868717838387434 0.504416809386252 298.586728000584 505.74790929991 223.204438153417 92.2662413835686 50.7919703895879 19.1958619127546 153.426779521652 87.5723627406688 51.4925492915132 31.8062821474109
"28" 69 0.0326885662309946 1745 61 7.46450983463653 -1.52785792544168 -3.68967977428471 2.039 1.711 0.796 0.605 0.107 0.03 44.16 54.06 41.58 34.95 11.48 11.51 11.09 10.07 4.34 4.61 4.08899695589551 1.57410084814441 0.01566 0.070072 0.08 0.12 0 0 0.188800522891664 -0.0224246 15.2201355528239 12.7717763270631 5.94174982837068 4.5160284499551 0.798702552306108 0.223935295039096 329.632754297549 403.531401660451 310.374318924187 260.884618720547 85.6925729016273 85.9165081966664 82.7814140661191 75.1676140347898 32.3959726823225 34.4113903376744
"29" 70 0.00443740045427813 2898 84 7.97177612288063 -1.92021121370928 -4.0074331902328 3.888 3.714 1.215 1.047 0.099 0.044 18.48 21.8 55.83 55 21.98 22.4 22.94 21.9 11.65 10.4 4.15950788812851 1.33542203074613 0.03444 0.122744 0.16 0.2 1 0.04 0.742984415407117 -0.0291894 30.9942655657599 29.6071765203787 9.68570798929996 8.34644960065602 0.789205836165182 0.350758149406748 147.318422750834 173.784719478798 445.064260940425 438.447686758435 175.219639180916 178.567785152526 182.872544258882 174.581897091086 92.8711918315593 82.9064716779585
"30" 71 0.0222914115019829 1657 63 7.41276401742656 -1.73563625769183 -3.74650856695057 2.133 1.907 0.762 0.495 0.063 0.012 40.39 45.76 44.19 43.98 10.31 11.77 13.54 9.92 5.39 3.89 4.08631239052484 1.60213128391833 0.01936 0.05994 0 0 1 0.32 0.130677323641616 0.0069336 15.8114256491709 14.1361409812325 5.64852618127904 3.66931818862615 0.467004133097873 0.0889531682091187 299.401538663859 339.208081437439 327.57004193008 326.01336148642 76.4255970196679 87.2482324851106 100.368824795956 73.5346190528715 39.9547980539292 28.8356520277893
"31" 72 0.02804605597543 1431 68 7.26612877955645 -1.38230233985035 -3.54668568841076 2.764 2.304 0.453 0.302 0.078 0.017 31.96 43.4 57.98 49.6 14.02 13.2 7.73 6.5 2.7 2.56 4.0802456378426 1.79075896889447 0.02934 0.10138 0.36 0.56 0 0 0.191446464570955 0.027126 20.083579946694 16.7411607080981 3.29155633713907 2.19437089142605 0.566758044805403 0.12352418925246 232.225475794624 315.34998903275 421.290146638683 360.399987466 101.871125489381 95.9128998901451 56.1671754659714 47.2298370671169 19.6185477048024 18.6012896756645
"32" 74 0.0250205346485939 1208 75 7.09672137849476 -2.03445287978698 -3.56843330103807 3.286 2.642 0.485 0.238 0.07 0.018 18.43 33.8 70.46 60.7 17.28 16.38 8.95 5 3.32 1.92 4.18174475250293 1.74704100442868 0.0148 0.0917 0.08 0.08 0 0 0.227294922436686 -0.0131576 23.3198264497338 18.7495378819832 3.44190986856996 1.68901968808175 0.496770496494633 0.127740984812906 130.792575005658 239.869182593123 500.034988328741 430.770987674632 122.631345420389 116.244296179744 63.5156563375281 35.4836068924738 23.5611149766026 13.6257050467099
"33" 75 0.00992150863421117 1936 61 7.56837926783652 -1.55749083181135 -3.62234293031369 2.997 1.851 0.615 0.368 0.128 0.047 29.19 56.3 55.49 34.4 13.75 8.7 11.52 7.9 3.94 3.06 3.99709917778327 1.74242915920611 0.0298 0.0665 0.16 0.28 1 0.04 0.188800522891664 -0.0143926 22.6824326657061 14.0090700247654 4.65455324971946 2.78516357056384 0.968752546283075 0.355713825588317 220.920990828148 426.099752779196 419.969365572249 260.352246813576 104.065214932752 65.8448996301777 87.1877291654767 59.7901962159085 29.8194143152759 23.1592405595798
"34" 77 -0.00123541560457731 3847 94 8.25504890275229 -1.68651336011441 -5.13280292807046 3.637 3.503 0.713 0.658 0.018 0.026 13.76 17.7 70.07 68.94 18.81 21.12 15.63 12.59 2.79 5.4 4.23352662635544 1.0565395122462 0.02494 0.069828 0 0 0 0 0.111004558042911 -0.0181366 30.0236128593101 28.9174363063413 5.88584986766239 5.43182217801101 0.148590880249541 0.21463127147156 113.589472901872 146.114365578716 578.431276615853 569.103071355743 155.277469860771 174.346632826128 129.026414350018 103.931065685651 23.0315864386789 44.5772640748624
"35" 78 -0.000852211847802664 6167 63 8.72696777499149 -1.65265861488866 -3.3656372062636 2.538 1.857 0.369 0.185 0.083 0.017 42.18 56.2 48.68 39.4 17.84 13.5 6.57 4 2.39 2 4.18174475250293 1.64209869467365 0.0361 0.036576 0.32 0.32 0 0 0.144273489156425 0.0611046 22.1490442129284 16.2059791581592 3.22025110897186 1.61448903837343 0.724338325324294 0.148358452174855 368.103500749141 490.455588954522 424.828791286586 343.842530334665 155.689105105848 117.814064962385 57.3361782816941 34.907871099966 20.8574529822297 17.453935549983
"36" 81 0.0131660571597798 803 22 6.68835471394676 -3.07252692853306 -3.64428857078606 0.869 0.126 0.394 0.046 0.037 0 79 96.75 10.07 1.87 2.85 0.39 9.85 1.38 3.75 0.44 3.82602929226117 1.886342111714 0.00874 0.276628 0.266667 0.622 1 0.04 0.626686813859676 0.00674019786 5.81218024641974 0.842732693957292 2.63521175729502 0.307664316841551 0.24746912441603 0 528.380022401794 647.098318574349 67.3517319694439 12.5072233150804 19.0618109347483 2.60845833843924 65.8802939323756 9.22992950524653 25.0813301773004 2.94287607413658
"37" 84 0.0626973540564649 2222 70 7.70616297019958 -1.47288110100789 -3.76102013189162 4.692 2.322 2.129 0.965 0.203 0.068 7.8 51.6 57.7 32.5 29.3 13.1 28.4 13.6 13.38 6.22 4.25872841832939 1.17828569738995 0.02132 0.028764 0 0 0 0 0.00159872136369707 -0.00652266666666667 36.1573166561764 17.8937104168034 16.4064209635549 7.43644726624259 1.56435108295051 0.524019081973571 60.1080711675567 397.638009262298 444.645603380516 250.450296531486 225.790575026848 100.950734909614 218.855028353668 104.803816394714 103.10846054127 47.9323336746414
"38" 85 0.0120598397526306 665 28 6.49978704065585 -1.75974930509864 -3.79069072026062 2.067 0.532 0.17 0.024 0 0.001 62.07 90 33.87 9.4 9.64 2.7 4.09 0.58 1.56 0.18 3.89100363820407 1.72533472584681 0.02542 0.104736 0.12 0.12 1 0.04 0.306601957304292 -0.0271078 13.4350598130357 3.45788670562891 1.1049637969115 0.155994888975741 0 0.00649978704065585 403.441781613509 584.980833659027 220.147787067014 61.097998182165 62.6579470719224 17.5494250097708 26.5841289962824 3.7698764835804 10.1396677834231 1.16996166731805
"39" 86 0.0385018883269711 621 39 6.43133108193348 -1.86836409388808 -3.67221901322083 1.552 0.504 0.126 0.03 0.006 0 63.51 87.4 33.58 11.7 11.73 3.5 3.01 0.8 0.8 0.2 3.87784555362656 1.62594098453311 0.0164 0.061124 0.24 0.28 1 0.04 0.137847066692125 0.0318116 9.98142583916076 3.24139086529447 0.810347716323618 0.192939932458004 0.0385879864916009 0 408.453837013595 562.098336560986 215.964097731326 75.2465736586217 75.4395135910797 22.5096587867672 19.3583065566198 5.14506486554678 5.14506486554678 1.2862662163867
"40" 89 0.0343399842738299 3348 84 8.11611843160937 -1.20808792650541 -3.58415914334353 5.898 4.756 1.416 1.038 0.386 0.197 11.96 26.2 45.31 40.9 16.67 12.2 29.91 25.9 15.24 11.98 4.28275863301521 1.28004456127718 0.05684 0.042012 0 0 1 0.08 0.16805358499625 -0.00053908 47.868866509632 38.6002592607341 11.4924236991589 8.42453093201052 3.13282171460121 1.59887533102704 97.068776442048 212.642302908165 367.74132613622 331.949243852823 135.295694254928 99.0166448656342 242.753102289436 210.207467378683 123.689644897727 97.2310988106802
"41" 90 0.055786392424291 2976 98 7.99833539595298 -1.00578883456847 -4.60917820738563 5.035 4.773 1.797 1.434 0.363 0.06 1.25 4.4 57.7 61.9 28.05 29.81 30.35 31.4 8.17 11.78 4.29045944114839 0.680669659048833 0.03492 0.047336 0 0 0 0 0 -0.025937 40.2716187186233 38.1760548448836 14.3730087065275 11.4696129577966 2.90339574873093 0.479900123757179 9.99791924494123 35.1926757421931 461.503952346487 495.09696100949 224.353307856481 238.430378153358 242.749479267173 251.147731432924 65.3464001849359 94.2203909643261
"42" 91 0.0347490723771187 1141 32 7.03966034986208 -1.71811503306197 -3.53770462631682 1.591 0.471 0.473 0.173 0.043 0.008 68.43 91.3 20.54 5.1 11.02 3.2 9.46 3.4 3.75 1.76 4.02606572146881 2.00123672737845 0.03986 0.050992 0.2 0.2 1 0.08 0.0281986543586787 -0.015965 11.2000996166306 3.31568002478504 3.32975934548476 1.21786124052614 0.302705395044069 0.0563172827988966 481.723957741062 642.720989942408 144.594623586167 35.9022677842966 77.5770570554801 22.5269131195586 66.5951869096952 23.9348451895311 26.3987263119828 12.3898022157573
"43" 92 0.0630136433033616 883 71 6.78332520060396 -1.46556270202611 -3.90108306538981 3.304 1.758 1.104 0.261 0.173 0.017 43.01 69.2 34.57 25.2 30.72 22.2 17.45 5.1 9.41 2.6 4.1187119186704 1.37057140065465 0.02838 0.03514 0.32 0.4 0 0 0.180653499693258 -0.0079928 22.4121064627955 11.9250857026618 7.48879102146677 1.77044787735763 1.17351525970448 0.115316528410267 291.750816877976 469.406103881794 234.499552184879 170.93979505522 208.383750162554 150.589819453408 118.369024750539 34.5949585230802 63.8310901376833 17.6366455215703
"44" 94 0.0432628781695648 1381 53 7.23056315340929 -1.43155954533752 -3.65119838714625 2.861 0.746 0.702 0.161 0.09 0.018 36.37 82.2 49.6 14.6 18.11 3.86 11.4 2.7 3.8 0.9 4.12971170605939 1.64217612102187 0.04024 0.056208 0.04 0.04 0 0 0.00876150566857267 -0.0102708 20.686641181904 5.39400011244333 5.07585533369332 1.1641206676989 0.650750683806836 0.130150136761367 262.975581889496 594.352291210244 358.635932409101 105.566222039776 130.945498708242 27.9099737721599 82.4284199488659 19.5225205142051 27.4761399829553 6.50750683806836
"45" 97 0.026979415254861 622 15 6.43294009273918 -2.09902403320767 -3.52268727924987 0.457 0.457 0.161 0.156 0.011 0.011 85.6 85.6 11.7 11.7 1.2 1.2 2.4 2.4 1.02 0.76 3.84759114526876 1.95444505150515 0.0148 0.08578 0.24 0.32 1 0.08 0.456538378292165 -0.0158882 2.93985362238181 2.93985362238181 1.03570335493101 1.00353865446731 0.070762341020131 0.070762341020131 550.659671938474 550.659671938474 75.2653990850484 75.2653990850484 7.71952811128701 7.71952811128701 15.439056222574 15.439056222574 6.56159889459396 4.88903447048178
"46" 98 0.0125283126979506 1112 72 7.01391547481053 -1.81307299736027 -3.58487986409545 3.374 2.69 0.657 0.449 0.227 0.183 29.47 37.3 50.55 48.9 21.94 13.16 12.93 8.4 5.81 3.23 4.06113242801599 1.7746811276933 0.0194 0.105984 0.44 0.44 1 0.36 0.129799437534844 -0.0283902 23.6649508120107 18.8674326272403 4.60814246695052 3.14924804818993 1.59215881278199 1.28354653189033 206.700089042666 261.619047210433 354.553427251672 342.980466718235 153.885305517343 92.3031276485065 90.6899270893001 58.9168899884084 40.7508489086492 22.654946983638
"47" 100 0.0638317655536755 1653 75 7.41034709782102 -1.1217048819723 -4.03985637693803 2.655 1.049 1.422 0.635 0 0 49.97 80.72 19.8 5.34 8.24 1.76 30.23 13.94 10.63 3.88 4.22595744902399 1.14026593726822 0.02924 0.015824 0 0 0 0 0.0081665626663934 0.022079 19.6744715447148 7.77345410561425 10.5375135731015 4.70557040711635 0 0 370.295044478117 598.163217736113 146.724872536856 39.5712535023643 61.0612600860452 13.042210892165 224.01479276713 103.300238543625 78.7719896498375 28.7521467395456
